name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	name2
NM_001286247	chr1	+	178694281	178890977	178745899	178885494	19	RALGPS2
NM_014864	chr1	+	178995073	179045702	179012982	179041279	8	FAM20B
NM_152663	chr1	+	178694281	178890977	178745899	178885494	20	RALGPS2
NM_022347	chr1	-	179828164	179846941	179833915	179834311	3	TOR1AIP2
NM_001199085	chr1	+	179560756	179660407	179561750	179660078	18	TDRD5
NM_145034	chr1	-	179809101	179846941	179815205	179821800	6	TOR1AIP2
NM_144696	chr1	+	179334854	179523870	179335644	179523654	26	AXDND1
NM_033343	chr1	+	180199432	180244188	180199664	180243714	6	LHX4
NM_014810	chr1	+	179923907	180084015	179955316	180080296	38	CEP350
NM_173533	chr1	+	179560756	179660407	179561750	179660078	17	TDRD5
NM_001199260	chr1	-	179809101	179846941	179815205	179821800	7	TOR1AIP2
NM_001199091	chr1	+	179560747	179660407	179561750	179660078	17	TDRD5
NM_001199089	chr1	+	179560988	179660407	179561750	179660078	18	TDRD5
NR_073544	chr1	+	179335106	179523870	179523870	179523870	26	AXDND1
NM_001195000	chr1	+	181002560	181031074	181003143	181024401	6	MR1
NM_001194999	chr1	+	181002560	181031074	181003143	181024401	7	MR1
NM_004736	chr1	+	180601145	180859415	180601337	180853202	15	XPR1
NM_001531	chr1	+	181002560	181031074	181003143	181024401	7	MR1
NM_001135669	chr1	+	180601145	180859415	180601337	180853202	14	XPR1
NM_001195035	chr1	+	181002560	181031074	181003143	181024401	5	MR1
NM_001205294	chr1	+	181452685	181775921	181452880	181767970	46	CACNA1E
NM_001205293	chr1	+	181452685	181775921	181452880	181767970	48	CACNA1E
NM_000721	chr1	+	181452685	181775921	181452880	181767970	47	CACNA1E
NR_104175	chr1	-	182173079	182283196	182283196	182283196	3	LINC01344
NR_033302	chr1	+	182808438	182857117	182857117	182857117	29	DHX9
NM_170706	chr1	-	183217371	183274009	183221775	183273874	11	NMNAT2
NM_002293	chr1	+	182992594	183114727	182992851	183111925	28	LAMC1
NM_015039	chr1	-	183217371	183387634	183221775	183387402	11	NMNAT2
NM_001357	chr1	+	182808438	182857117	182811701	182856569	28	DHX9
NM_001297670	chr1	+	183605181	183897685	183711292	183895426	18	RGL1
NM_015149	chr1	+	183605181	183897685	183711292	183895426	19	RGL1
NM_001297669	chr1	+	183605181	183897685	183711292	183895426	19	RGL1
NM_001297671	chr1	+	183774214	183897685	183774431	183895426	18	RGL1
NM_001297672	chr1	+	183774214	183897685	183774431	183895426	17	RGL1
NM_001127394	chr1	+	184020784	184043344	184020889	184041997	4	TSEN15
NM_001300764	chr1	+	184020784	184043344	184020889	184041981	5	TSEN15
NM_052965	chr1	+	184020784	184043344	184020889	184041981	5	TSEN15
NR_023349	chr1	+	184020784	184043344	184043344	184043344	6	TSEN15
NR_125335	chr1	+	184020784	184043344	184043344	184043344	6	TSEN15
NM_001300766	chr1	+	184020784	184043344	184020889	184041974	5	TSEN15
NM_001105518	chr1	+	185126191	185260913	185129973	185259935	19	SWT1
NM_017673	chr1	+	185126290	185260913	185129973	185259935	19	SWT1
NM_025191	chr1	-	184659624	184724041	184663196	184723780	20	EDEM3
NM_052966	chr1	-	184760158	184943718	184764110	184943488	14	FAM129A
NM_001164246	chr1	+	186344889	186390503	186348917	186388208	13	C1orf27
NR_046941	chr1	-	186198963	186281028	186281028	186281028	2	RNU6-72P
NM_017847	chr1	+	186344889	186390503	186348917	186388208	14	C1orf27
NM_001164245	chr1	+	186344889	186390503	186348917	186388208	13	C1orf27
NR_031642	chr1	-	186029866	186446655	186446655	186446655	4	MIR548F1
NM_031935	chr1	+	185703682	186160085	185703911	186159010	107	HMCN1
NM_024420	chr1	+	186798031	186958113	186823486	186957640	18	PLA2G4A
NR_126347	chr1	+	187061973	187329376	187329376	187329376	4	LINC01036
NM_199051	chr1	-	190066796	190446759	190067147	190424020	8	BRINP3
NR_033922	chr1	+	190594019	190770788	190770788	190770788	5	LOC440704
NR_110716	chr1	+	190447389	190450524	190450524	190450524	3	LINC01351
NM_130782	chr1	+	192127591	192154945	192127767	192153684	5	RGS18
NM_016066	chr1	-	193065594	193075244	193065754	193074768	4	GLRX2
NR_125789	chr1	+	193273874	193335083	193335083	193335083	4	LINC01031
NM_197962	chr1	-	193065594	193074608	193065754	193074512	4	GLRX2
NM_001243399	chr1	-	193065594	193075187	193065754	193070333	4	GLRX2
NM_024529	chr1	+	193091087	193223942	193091330	193219842	17	CDC73
NM_001287820	chr1	-	196194909	196577561	196197353	196577439	27	KCNT2
NM_001201550	chr1	+	196857143	196887843	196857280	196887536	10	CFHR4
NM_006684	chr1	+	196857143	196887843	196857280	196887536	6	CFHR4
NM_198503	chr1	-	196194909	196577561	196197353	196577439	28	KCNT2
NM_001201551	chr1	+	196857143	196887843	196857280	196887536	10	CFHR4
NM_001287819	chr1	-	196194909	196577561	196197353	196577439	27	KCNT2
NM_001195215	chr1	-	197473878	197744623	197479589	197744285	23	DENND1B
NM_001257966	chr1	+	197237333	197447585	197237542	197447009	10	CRB1
NM_001257965	chr1	+	197170591	197447585	197297688	197447009	15	CRB1
NR_047564	chr1	+	197237333	197447585	197447585	197447585	12	CRB1
NR_125340	chr1	-	197473878	197744623	197744623	197744623	20	DENND1B
NM_201253	chr1	+	197237333	197447585	197237542	197447009	12	CRB1
NM_001300858	chr1	-	197521384	197744623	197522110	197704767	16	DENND1B
NM_001193640	chr1	+	197237333	197447585	197237542	197447009	10	CRB1
NM_144977	chr1	-	197521384	197744623	197522110	197744285	16	DENND1B
NR_047563	chr1	+	197237333	197447585	197447585	197447585	13	CRB1
NR_110525	chr1	-	198961717	198988093	198988093	198988093	3	LINC01222
NR_040073	chr1	-	198777131	198906558	198906558	198906558	3	MIR181A1HG
NM_080921	chr1	+	198608097	198726605	198608398	198725310	30	PTPRC
NM_002838	chr1	+	198608097	198726605	198608398	198725310	33	PTPRC
NM_205860	chr1	+	199996729	200146550	199996975	200143338	8	NR5A2
NM_003822	chr1	+	199996729	200146550	199996975	200143338	7	NR5A2
NM_001276464	chr1	+	200011952	200146550	200012915	200143338	7	NR5A2
NM_000069	chr1	-	201008639	201081694	201008958	201081467	44	CACNA1S
NM_014875	chr1	-	200520624	200589862	200522515	200587851	30	KIF14
NM_001164586	chr1	+	201159952	201198080	201162421	201197527	24	IGFN1
NM_001297707	chr1	+	200708685	200829835	200708955	200827187	18	CAMSAP2
NM_203459	chr1	+	200708685	200829835	200708955	200827187	17	CAMSAP2
NM_001297708	chr1	+	200708685	200829835	200708955	200827187	17	CAMSAP2
NM_001017403	chr1	+	202163117	202288889	202163117	202288335	18	LGR6
NM_018085	chr1	+	201798287	201853422	201798337	201845182	24	IPO9
NM_004078	chr1	-	201452657	201476387	201453840	201465431	6	CSRP1
NM_001193570	chr1	-	201452657	201476387	201453840	201465431	6	CSRP1
NM_001193572	chr1	-	201452657	201465701	201453840	201465431	6	CSRP1
NM_021636	chr1	+	202172904	202288889	202172947	202288335	18	LGR6
NM_001017404	chr1	+	202183282	202288889	202183282	202288335	16	LGR6
NM_020443	chr1	+	201617449	201796102	201617796	201789060	30	NAV1
NM_001256129	chr1	-	202102531	202113871	202103643	202113700	6	ARL8A
NM_001193571	chr1	-	201452657	201475967	201453840	201465431	6	CSRP1
NM_001114309	chr1	+	201979689	201986315	201980264	201984451	9	ELF3
NM_001167738	chr1	+	201708962	201796102	201709151	201789060	27	NAV1
NM_004433	chr1	+	201979689	201986315	201980264	201984451	9	ELF3
NM_138795	chr1	-	202102531	202113871	202103594	202113700	7	ARL8A
NR_046696	chr1	-	201657383	201798687	201798687	201798687	3	IPO9-AS1
NM_015053	chr1	+	203020310	203047864	203020903	203045518	17	PPFIA4
NM_006618	chr1	-	202696531	202777549	202698163	202777433	27	KDM5B
NM_032104	chr1	+	202431870	202557697	202464597	202544264	13	PPP1R12B
NM_032103	chr1	+	202431870	202557697	202464597	202549688	12	PPP1R12B
NM_001304331	chr1	+	202995648	203047864	203008136	203045518	30	PPFIA4
NM_001304332	chr1	+	202995648	203047864	203008136	203045518	29	PPFIA4
NM_177402	chr1	-	202559724	202679551	202565884	202574900	9	SYT2
NM_005686	chr1	+	204042245	204096871	204082043	204095262	14	SOX13
NM_014827	chr1	+	203764750	203823256	203786198	203821527	20	ZC3H11A
NM_014935	chr1	-	204187978	204329057	204192597	204242855	23	PLEKHA6
NM_001684	chr1	+	203595914	203713209	203652333	203708982	21	ATP2B4
NM_001001396	chr1	+	203595914	203713209	203652333	203708699	22	ATP2B4
NM_015090	chr1	+	204797781	204991950	204913443	204985667	27	NFASC
NM_001199050	chr1	-	205350505	205391214	205350785	205389664	6	LEMD1
NM_001199051	chr1	-	205350505	205391214	205350785	205389664	5	LEMD1
NM_006338	chr1	-	204586302	204654481	204586978	204589120	3	LRRN2
NM_201630	chr1	-	204586302	204654597	204586978	204589120	2	LRRN2
NR_037583	chr1	-	205350505	205391214	205391214	205391214	4	LEMD1
NM_015375	chr1	-	205111630	205180727	205116685	205180663	13	DSTYK
NM_001005389	chr1	+	204797781	204946274	204913443	204945952	16	NFASC
NM_199462	chr1	-	205111630	205180727	205116685	205180663	12	DSTYK
NM_001160333	chr1	+	204797781	204946274	204913443	204945952	15	NFASC
NM_001199052	chr1	-	205350505	205391214	205350862	205389664	3	LEMD1
NM_001005388	chr1	+	204797781	204991950	204913443	204985667	30	NFASC
NM_001160332	chr1	+	204797781	204991950	204913443	204985667	28	NFASC
NM_001001552	chr1	-	205350505	205391214	205350862	205389664	4	LEMD1
NM_005449	chr1	-	207076630	207095378	207078363	207095199	8	FAIM3
NM_001142473	chr1	-	207076630	207095378	207078363	207095199	7	FAIM3
NM_001193338	chr1	-	207076630	207095235	207078484	207095199	7	FAIM3
NM_001276320	chr1	-	207217193	207226325	207222364	207225580	4	YOD1
NM_182664	chr1	+	206680862	206762616	206680935	206760180	5	RASSF5
NM_182663	chr1	+	206680862	206762616	206680935	206760310	6	RASSF5
NM_025179	chr1	-	208195587	208417665	208200587	208391267	32	PLXNA2
NM_000651	chr1	+	207669472	207815110	207669612	207812754	47	CR1
NM_000573	chr1	+	207669472	207815110	207669612	207812754	39	CR1
NM_175710	chr1	+	207818457	207897036	207818578	207897030	12	CR1L
NR_027459	chr1	+	210111518	210337633	210337633	210337633	9	SYT14
NM_006147	chr1	-	209958967	209979520	209961764	209974758	9	IRF6
NM_153262	chr1	+	210111518	210337633	210111609	210334387	8	SYT14
NM_001256006	chr1	+	210111518	210337633	210187030	210334387	9	SYT14
NM_001146264	chr1	+	210111518	210337633	210111595	210334387	9	SYT14
NM_001146262	chr1	+	210111518	210337633	210111609	210334387	9	SYT14
NM_001146261	chr1	+	210111518	210337633	210111595	210334387	10	SYT14
NM_001206696	chr1	-	209958967	209979520	209961764	209969786	7	IRF6
NM_002238	chr1	-	210851656	211307457	210856622	211307287	11	KCNH1
NM_172362	chr1	-	210851656	211307457	210856622	211307287	11	KCNH1
NM_015434	chr1	-	212113740	212209002	212115165	212208779	20	INTS7
NM_006243	chr1	+	212458878	212535205	212459452	212534112	13	PPP2R5A
NR_037667	chr1	-	212113740	212209002	212209002	212209002	21	INTS7
NM_001199812	chr1	-	212113740	212209002	212115165	212208779	20	INTS7
NM_001199811	chr1	-	212113740	212209002	212115165	212208779	20	INTS7
NM_014873	chr1	-	211916798	212004114	211923240	212002638	8	LPGAT1
NM_001199809	chr1	-	212113740	212209002	212115165	212208779	19	INTS7
NM_012424	chr1	+	213224574	213446808	213224746	213445977	15	RPS6KC1
NM_001287220	chr1	+	213224574	213446808	213414214	213445977	13	RPS6KC1
NM_001287221	chr1	+	213224574	213446808	213302940	213445977	14	RPS6KC1
NM_001136138	chr1	+	213224574	213446808	213224746	213445977	14	RPS6KC1
NM_001287219	chr1	+	213224574	213446808	213302940	213445977	15	RPS6KC1
NM_001287218	chr1	+	213224574	213446808	213302940	213445977	15	RPS6KC1
NM_001270616	chr1	+	214161277	214214847	214169878	214209177	5	PROX1
NM_005401	chr1	-	214522038	214725024	214531264	214638146	19	PTPN14
NM_002763	chr1	+	214161843	214214847	214169878	214209177	5	PROX1
NM_016343	chr1	+	214776531	214837914	214787097	214837137	20	CENPF
NM_016121	chr1	+	215740734	215795149	215741028	215793960	18	KCTD3
NM_014217	chr1	+	215256559	215410436	215256649	215408488	7	KCNK2
NM_001017425	chr1	+	215256559	215410436	215256728	215408488	7	KCNK2
NM_001017424	chr1	+	215178884	215410436	215179264	215408488	7	KCNK2
NM_001243519	chr1	-	216676587	216896814	216680280	216850820	9	ESRRG
NM_001243514	chr1	-	216676587	216978709	216680280	216850820	7	ESRRG
NM_007123	chr1	-	216347291	216596738	216348579	216595678	21	USH2A
NM_001243515	chr1	-	216676587	216896814	216680280	216850820	9	ESRRG
NM_001243518	chr1	-	216676587	216896814	216680280	216880771	8	ESRRG
NM_001438	chr1	-	216676587	216896814	216680280	216896641	7	ESRRG
NM_138796	chr1	+	217804665	218041495	217804720	218036196	11	SPATA17
NM_018040	chr1	-	217600334	217804444	217604486	217804313	10	GPATCH2
NM_016052	chr1	+	218458628	218511325	218458658	218504433	5	RRP15
NR_038845	chr1	-	219254316	219347130	219347130	219347130	5	LYPLAL1-AS1
NM_012414	chr1	-	220321609	220445843	220324592	220445679	35	RAB3GAP2
NM_022746	chr1	+	220960038	220987741	220960286	220986760	7	MARC1
NM_018650	chr1	+	220701524	220837799	220702164	220835508	18	MARK1
NM_001286124	chr1	+	220701524	220837799	220702164	220835508	18	MARK1
NM_001286129	chr1	+	220701524	220756240	220702164	220754472	3	MARK1
NM_001286128	chr1	+	220701524	220837799	220702164	220835508	16	MARK1
NM_001286126	chr1	+	220701524	220837799	220702164	220835508	17	MARK1
NM_007207	chr1	-	221874761	221915518	221875753	221913086	4	DUSP10
NR_111940	chr1	-	221874761	221915518	221915518	221915518	3	DUSP10
NR_111939	chr1	-	221874761	221910242	221910242	221910242	3	DUSP10
NM_001300867	chr1	+	222817644	222841354	222817817	222838961	23	MIA3
NM_198551	chr1	+	222791443	222841354	222791452	222838961	28	MIA3
NM_032890	chr1	+	222988430	223179337	223116165	223179314	10	DISP1
NM_001143962	chr1	-	223714971	223853436	223715198	223853348	17	CAPN8
NM_017982	chr1	-	223394160	223537544	223395533	223536767	9	SUSD4
NM_001037175	chr1	-	223408251	223537544	223408293	223536767	6	SUSD4
NM_001031685	chr1	-	223967594	224033674	223968554	224033382	18	TP53BP2
NM_005426	chr1	-	223967594	224033674	223968554	223994634	19	TP53BP2
NM_001145154	chr1	+	225117355	225211991	225140404	225211571	11	DNAH14
NM_152495	chr1	+	224804178	224928249	224804876	224927058	6	CNIH3
NM_018212	chr1	-	225674533	225840845	225685476	225840392	14	ENAH
NM_001130440	chr1	+	225965514	225978168	225965642	225974671	4	SRP9
NM_022735	chr1	-	226332379	226374423	226334310	226374376	8	ACBD3
NM_003133	chr1	+	225965514	225978168	225965642	225977061	3	SRP9
NM_001008493	chr1	-	225674533	225840845	225685476	225840392	15	ENAH
NM_020247	chr1	+	227127937	227175246	227149086	227174438	15	ADCK3
NM_002221	chr1	-	226819390	226926876	226822371	226925159	8	ITPKB
NM_003607	chr1	-	227177565	227505826	227181968	227504883	36	CDC42BPA
NM_014826	chr1	-	227177565	227505826	227181968	227504883	35	CDC42BPA
NM_001003665	chr1	+	226736500	226796915	226736605	226789741	4	C1orf95
NR_033184	chr1	+	227751219	227850164	227850164	227850164	4	ZNF678
NM_033131	chr1	+	228194722	228248972	228194829	228247166	4	WNT3A
NM_001098623	chr1	+	228395830	228566575	228399484	228566496	105	OBSCN
NM_001271223	chr1	+	228395830	228566575	228399484	228566496	116	OBSCN
NM_052843	chr1	+	228395830	228548951	228399484	228548456	81	OBSCN
NM_053052	chr1	+	227922696	227968932	227923110	227968374	5	SNAP47
NR_102302	chr1	+	227751219	227865144	227865144	227865144	6	ZNF678
NM_178549	chr1	+	227751219	227850164	227751395	227843529	4	ZNF678
NR_037962	chr1	+	228780393	228882416	228882416	228882416	3	RHOU
NM_001258311	chr1	-	230457391	230561674	230459170	230561674	7	PGBD5
NM_004481	chr1	+	230202941	230417876	230203027	230415204	16	GALNT2
NM_014777	chr1	+	229761980	229795946	229763380	229795044	10	URB2
NM_001291866	chr1	+	230193535	230417876	230193813	230415204	16	GALNT2
NM_001004342	chr1	+	231298673	231357314	231298715	231351186	10	TRIM67
NM_024525	chr1	-	231041986	231114618	231042650	231114576	23	TTC13
NM_007357	chr1	+	230778201	230829731	230778352	230829139	18	COG2
NM_001145036	chr1	+	230778201	230829731	230778352	230829139	18	COG2
NM_001122835	chr1	-	231041986	231114618	231042650	231114576	21	TTC13
NM_175876	chr1	-	231468481	231473578	231471313	231473491	1	EXOC8
NM_001300889	chr1	+	231298673	231357314	231298715	231351186	12	TRIM67
NM_001164551	chr1	+	231762560	231886365	231762613	231885826	4	DISC1
NM_018662	chr1	+	231762560	232177019	231762613	232172577	13	DISC1
NM_001164545	chr1	+	231762560	231954990	231762613	231954125	8	DISC1
NM_001164548	chr1	+	231762560	231954990	231762613	231954096	7	DISC1
NM_001164541	chr1	+	231762560	232145400	231762613	232144637	10	DISC1
NM_001164539	chr1	+	231762560	231991125	231762613	231990771	10	DISC1
NM_001164547	chr1	+	231762560	232145400	231762613	232094619	8	DISC1
NM_001164546	chr1	+	231762560	232095249	231762613	232094619	7	DISC1
NM_001164544	chr1	+	231762560	231954990	231762613	231954271	9	DISC1
NM_001164542	chr1	+	231762560	232095249	231762613	232094638	10	DISC1
NM_001164540	chr1	+	231762560	232177019	231762613	232172577	11	DISC1
NM_001164538	chr1	+	231762560	232145400	231762613	232144900	11	DISC1
NM_001164537	chr1	+	231762560	232177019	231762613	232172577	14	DISC1
NM_001164549	chr1	+	231762560	231907408	231762613	231906826	6	DISC1
NM_001164556	chr1	+	231762560	231954990	231762613	231954096	5	DISC1
NM_001164555	chr1	+	231762560	231886365	231762613	231885695	3	DISC1
NM_001012959	chr1	+	231762560	232002452	231762613	232002324	10	DISC1
NM_001012957	chr1	+	231762560	232177019	231762613	232172577	13	DISC1
NM_014801	chr1	-	233119881	233431459	233120049	233431224	34	PCNXL2
NM_173508	chr1	+	234040457	234460264	234040823	234458989	8	SLC35F3
NM_001300845	chr1	+	234349956	234460264	234350244	234458989	7	SLC35F3
NM_001277155	chr1	-	235628212	235667781	235628935	235667552	8	B3GALNT2
NM_031371	chr1	-	235330209	235491532	235331839	235490234	23	ARID4B
NR_039973	chr1	+	235676124	235881413	235881413	235881413	2	MIR5096
NM_152490	chr1	-	235610504	235667781	235613520	235667552	12	B3GALNT2
NM_016374	chr1	-	235330209	235491532	235331839	235490234	24	ARID4B
NM_001098722	chr1	-	235710984	235813293	235715408	235747138	4	GNG4
NM_001098721	chr1	-	235710984	235814054	235715408	235747138	4	GNG4
NM_001079515	chr1	+	235530674	235612283	235543364	235612077	17	TBCE
NM_014765	chr1	-	235272657	235292256	235275378	235292030	5	TOMM20
NM_001206794	chr1	-	235330209	235490802	235331839	235490234	24	ARID4B
NM_004485	chr1	-	235710984	235814054	235715408	235747138	3	GNG4
NM_003193	chr1	+	235530674	235612283	235543364	235612077	17	TBCE
NM_001287801	chr1	+	235530674	235612283	235543364	235612077	18	TBCE
NM_001287802	chr1	+	235530674	235612283	235582755	235612077	16	TBCE
NM_018072	chr1	-	236712304	236767841	236714201	236767395	45	HEATR1
NM_006499	chr1	+	236686738	236716279	236689370	236711461	12	LGALS8
NM_145861	chr1	+	236557679	236648008	236557744	236645949	6	EDARADD
NM_080738	chr1	+	236558715	236648008	236558929	236645949	6	EDARADD
NM_201544	chr1	+	236687026	236716279	236689370	236711461	10	LGALS8
NM_201543	chr1	+	236686738	236716279	236689370	236711461	11	LGALS8
NM_201545	chr1	+	236681513	236716279	236689370	236711461	12	LGALS8
NM_002508	chr1	-	236139131	236228481	236141166	236228379	20	NID1
NM_003272	chr1	+	236305831	236372209	236305922	236371458	7	GPR137B
NM_001035	chr1	+	237205701	237997288	237205821	237995947	105	RYR2
NM_000740	chr1	+	239792372	240072717	240070751	240072524	5	CHRM3
NR_128706	chr1	+	240640408	240912217	240912217	240912217	4	MIR1273E
NM_020066	chr1	+	240255184	240638489	240255409	240637454	18	FMN2
NM_144625	chr1	+	241815579	241965434	241815786	241964517	27	WDR64
NM_003679	chr1	+	241695433	241758949	241695744	241755455	15	KMO
NM_001195812	chr1	-	242251688	242612784	242253155	242383400	9	PLD5
NM_001195811	chr1	-	242251688	242612784	242253155	242612658	10	PLD5
NM_152666	chr1	-	242251688	242687998	242253155	242687578	11	PLD5
NM_181690	chr1	-	243651534	244006584	243663044	244006472	14	AKT3
NM_014812	chr1	-	243287729	243418708	243289750	243388582	20	CEP170
NM_006642	chr1	+	243419306	243663393	243419475	243663087	18	SDCCAG8
NM_005465	chr1	-	243663020	244006584	243668550	244006472	13	AKT3
NM_001206729	chr1	-	243663020	244006886	243663044	244006472	14	AKT3
NR_033883	chr1	+	244080703	244210619	244210619	244210619	12	LOC339529
NM_001042405	chr1	-	243287729	243418708	243289750	243388582	19	CEP170
NM_001042404	chr1	-	243287729	243418708	243289750	243388582	19	CEP170
NM_001143943	chr1	+	245133630	245288530	245133720	245285250	7	EFCAB2
NM_032328	chr1	+	245133170	245251148	245133720	245250662	8	EFCAB2
NM_001242340	chr1	+	244624672	244803662	244681917	244803383	19	C1orf101
NM_173807	chr1	+	244624672	244803662	244624731	244798799	21	C1orf101
NM_001130957	chr1	+	244624672	244803662	244624731	244803383	22	C1orf101
NM_001126	chr1	-	244571793	244615436	244572887	244615119	13	ADSS
NR_026587	chr1	+	245133630	245288530	245288530	245288530	6	EFCAB2
NM_001297746	chr1	+	244816349	244872336	244816615	244869091	4	DESI2
NM_016076	chr1	+	244816349	244872336	244816615	244869091	5	DESI2
NR_123735	chr1	+	244816349	244872336	244872336	244872336	5	DESI2
NR_123736	chr1	+	244816349	244872336	244872336	244872336	4	DESI2
NM_001290327	chr1	+	245133630	245251148	245165479	245250662	8	EFCAB2
NM_001243740	chr1	-	247285276	247335319	247287169	247335179	4	ZNF124
NM_152609	chr1	+	246729638	246831884	246754864	246829207	11	CNST
NM_001204220	chr1	-	247197939	247242115	247200750	247241898	4	ZNF670
NM_033213	chr1	-	247197939	247242115	247200750	247241898	4	ZNF670
NR_037894	chr1	-	247108848	247242115	247242115	247242115	7	ZNF670-ZNF695
NM_001297567	chr1	-	247301446	247335319	247302043	247335179	4	ZNF124
NM_001297569	chr1	-	247318290	247335319	247320445	247335179	4	ZNF124
NM_015446	chr1	-	247002401	247094726	247004107	247094629	36	AHCTF1
NM_001139459	chr1	+	246729638	246811544	246754864	246811354	9	CNST
NM_001297568	chr1	-	247318290	247335319	247319867	247335179	4	ZNF124
NM_003431	chr1	-	247318290	247335319	247319867	247335179	4	ZNF124
NM_004895	chr1	+	247581350	247612406	247582096	247611806	9	NLRP3
NM_001127462	chr1	+	247581350	247612406	247582096	247611806	8	NLRP3
NM_001079821	chr1	+	247579457	247612406	247582096	247611806	11	NLRP3
NM_001281836	chr1	+	247670359	247740992	247726898	247737684	6	GCSAML
NM_001281853	chr1	+	247670359	247740992	247712493	247737684	7	GCSAML
NM_175911	chr1	+	248100492	248264224	248262677	248263616	3	OR2L13
NM_001127461	chr1	+	247579457	247612406	247582096	247611806	9	NLRP3
NM_001243133	chr1	+	247581350	247612406	247582102	247611806	9	NLRP3
NM_001281837	chr1	+	247681753	247740992	247726898	247737684	6	GCSAML
NM_001281835	chr1	+	247670359	247740992	247712493	247737684	6	GCSAML
NM_145278	chr1	+	247712346	247740992	247712493	247737684	5	GCSAML
NM_001281834	chr1	+	247670359	247740992	247712493	247737684	7	GCSAML
NM_183395	chr1	+	247581350	247612406	247582096	247611806	7	NLRP3
NM_001281838	chr1	+	247670359	247740992	247726898	247737684	5	GCSAML
NR_107063	chr1	-	17368	17436	17436	17436	1	MIR6859-3
NR_106918	chr1	-	17368	17436	17436	17436	1	MIR6859-1
NR_036267	chr1	+	30365	30503	30503	30503	1	MIR1302-10
NR_128720	chr1	-	17368	17436	17436	17436	1	MIR6859-4
NR_036051	chr1	+	30365	30503	30503	30503	1	MIR1302-2
NR_026820	chr1	-	34610	36081	36081	36081	3	FAM138F
NR_026818	chr1	-	34610	36081	36081	36081	3	FAM138A
NR_024540	chr1	-	14361	29370	29370	29370	11	WASH7P
NR_107062	chr1	-	17368	17436	17436	17436	1	MIR6859-2
NR_046018	chr1	+	11873	14409	14409	14409	3	DDX11L1
NM_001005484	chr1	+	69090	70008	69090	70008	1	OR4F5
NR_036266	chr1	+	30365	30503	30503	30503	1	MIR1302-9
NR_036268	chr1	+	30365	30503	30503	30503	1	MIR1302-11
NR_039983	chr1	-	134772	140566	140566	140566	3	LOC729737
NR_028327	chr1	+	323891	328581	328581	328581	4	LOC100133331
NR_028325	chr1	+	323891	328581	328581	328581	3	LOC100132062
NM_001005224	chr1	+	367658	368597	367658	368597	1	OR4F3
NM_001005277	chr1	+	367658	368597	367658	368597	1	OR4F16
NR_028322	chr1	+	323891	328581	328581	328581	3	LOC100132287
NM_001005221	chr1	+	367658	368597	367658	368597	1	OR4F29
NM_001005224	chr1	-	621095	622034	621095	622034	1	OR4F3
NR_106781	chr1	-	567704	567793	567793	567793	1	MIR6723
NM_001005277	chr1	-	621095	622034	621095	622034	1	OR4F16
NR_125957	chr1	-	562759	564389	564389	564389	3	LOC101928626
NM_001005221	chr1	-	621095	622034	621095	622034	1	OR4F29
NR_033908	chr1	-	700244	714068	714068	714068	7	LOC100288069
NR_103536	chr1	+	752750	755214	755214	755214	2	FAM87B
NR_028327	chr1	-	661138	665731	665731	665731	3	LOC100133331
NR_024321	chr1	-	761585	762902	762902	762902	1	LINC00115
NR_047526	chr1	+	762970	778984	778984	778984	3	LINC01128
NM_001160184	chr1	+	901876	910484	901911	909955	15	PLEKHN1
NM_032129	chr1	+	901876	910484	901911	909955	16	PLEKHN1
NR_122045	chr1	-	852197	855072	855072	855072	4	LOC100130417
NM_198317	chr1	+	895966	901099	896073	900571	12	KLHL17
NM_001291366	chr1	-	910578	917497	911551	916409	4	PERM1
NR_026874	chr1	-	852197	855072	855072	855072	4	LOC100130417
NM_001291367	chr1	-	910578	917497	911551	917497	5	PERM1
NM_015658	chr1	-	879582	894679	880073	894620	19	NOC2L
NM_152486	chr1	+	861120	879961	861321	879533	14	SAMD11
NR_027055	chr1	-	803450	812182	812182	812182	3	FAM41C
NM_001142467	chr1	-	934343	935552	934438	935353	3	HES4
NM_198576	chr1	+	955502	991499	955552	990361	36	AGRN
NM_001205252	chr1	-	1007125	1009687	1007196	1007946	2	RNF223
NM_021170	chr1	-	934341	935552	934438	935353	4	HES4
NM_005101	chr1	+	948846	949919	948953	949858	2	ISG15
NM_004195	chr1	-	1138887	1142089	1139223	1141951	5	TNFRSF18
NM_016176	chr1	-	1152287	1167447	1152891	1164173	7	SDF4
NM_148901	chr1	-	1138887	1142089	1138970	1141951	4	TNFRSF18
NM_016547	chr1	-	1152287	1167447	1153049	1164173	7	SDF4
NM_001130045	chr1	+	1109285	1133313	1114595	1133227	16	TTLL10
NR_029957	chr1	+	1104384	1104467	1104467	1104467	1	MIR429
NR_029639	chr1	+	1102483	1102578	1102578	1102578	1	MIR200B
NM_148902	chr1	-	1138887	1142089	1139223	1141951	5	TNFRSF18
NM_003327	chr1	-	1146705	1149548	1146934	1149507	7	TNFRSF4
NM_153254	chr1	+	1115076	1121243	1115433	1120522	9	TTLL10
NM_080605	chr1	+	1167628	1170420	1167658	1168648	1	B3GALT6
NR_038869	chr1	+	1072396	1079434	1079434	1079434	3	LINC01342
NR_029834	chr1	+	1103242	1103332	1103332	1103332	1	MIR200A
